48	32																																														
192	502																																														
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	5	5	5	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	9	6	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	1	1	1	1	3	7	0	0	0	0	0	0	0	0	0	0	9	6	5	5	7	0	0	0	0
0	9	6	5	4	1	5	7	0	0	0	0	0	9	6	7	0	0	0	0	0	9	2	3	1	3	3	1	7	0	0	0	0	0	0	0	0	9	6	5	2	1	1	5	5	7	0	0
0	9	2	1	1	1	1	7	0	0	0	0	9	6	4	5	5	5	7	0	0	12	14	2	16	4	1	17	11	0	0	0	0	0	0	0	0	9	2	1	1	1	1	1	1	7	0	0
0	12	14	2	1	1	1	7	0	0	0	0	9	1	1	1	1	1	7	0	0	0	9	2	20	8	8	11	0	0	0	0	0	0	0	0	0	9	2	1	1	1	1	1	1	7	0	0
0	0	12	8	8	14	2	7	0	0	0	0	9	1	17	8	14	1	7	0	0	0	9	2	7	0	0	0	0	0	0	0	0	0	0	0	0	12	8	8	14	2	17	8	8	11	0	0
0	0	9	6	5	5	4	5	15	6	5	5	5	2	5	15	6	2	5	5	5	5	15	4	5	5	5	5	5	7	0	0	0	0	0	0	0	0	0	0	9	2	7	0	0	0	0	0
0	0	9	4	3	1	1	1	15	2	1	1	1	1	1	15	2	1	1	1	1	1	15	2	1	1	1	1	1	7	0	0	0	0	0	0	0	0	0	0	9	2	7	0	0	0	0	0
0	0	9	4	1	1	1	1	15	2	1	1	3	1	1	15	2	3	1	1	1	1	15	2	1	1	1	1	1	7	0	0	0	0	0	0	0	0	9	6	5	1	5	5	7	0	0	0
0	0	12	8	8	14	2	17	22	8	8	8	14	2	17	22	8	8	8	14	2	17	22	8	8	8	14	2	17	11	0	0	0	0	0	0	0	9	6	2	1	1	1	1	5	7	0	0
0	9	6	5	5	5	2	5	5	5	5	5	5	2	5	5	5	5	5	5	2	5	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	5	2	1	1	1	1	1	1	5	7	0
0	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	0
0	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	7	0
0	12	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	14	2	1	1	17	8	8	14	2	1	3	1	1	1	1	1	1	7	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	1	7	0	0	9	2	1	1	1	1	1	1	1	1	7	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	17	8	11	0	0	12	8	8	8	8	14	2	17	8	8	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	5	5	7	0	0	9	6	5	5	5	5	2	7	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	5	5	7	0	0	0	0	0	9	2	1	1	7	0	0	9	2	3	1	1	1	1	7	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	1	7	0	0	0	0	0	9	2	1	1	7	0	0	9	2	1	1	1	3	1	7	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	2	17	11	0	0	0	0	0	12	14	1	17	11	0	0	9	2	1	1	1	1	1	7	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	5	5	2	5	7	0	0	0	0	0	9	6	2	5	7	0	0	12	8	8	8	8	8	8	11	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	1	1	1	1	5	5	5	5	5	5	5	2	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	3	1	1	1	17	8	8	8	8	8	8	14	1	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	8	8	8	8	11	0	0	0	0	9	6	5	2	5	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	1	1	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	1	17	8	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	5	5	5	2	5	5	5	5	5	5	7	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	23	23	23	23	23	23	23	23	23	23	7	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	23	23	23	23	23	23	23	23	23	23	7	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	23	23	23	23	23	23	23	23	23	23	7	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	23	23	23	23	23	23	23	23	23	23	23	7	0	0	0	0	0	0	0	0	0	0
